correlation_measure,subgrouping,file_name,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,weight_type,mean_estimate,mean_se,coverage_true,coverage_obs,n_reps,corr_setting,eta_setting,scenario_label,bias_true,abs_bias_true,bias_obs,abs_bias_obs,coverage_true_dist,coverage_obs_dist,Y_subgrouping,X_subgrouping,est_cov
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,0,0.1,0.09116823302454596,OPW,0.060033593310687396,0.11877193260364652,0.8754,0.8779,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=0",-0.03996640668931261,0.03996640668931261,-0.031134639713858568,0.031134639713858568,0.0746,0.07209999999999994,Severity,Severity,"0.060 (0.875, 0.878)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,0,0.1,0.09116823302454596,MOPW,0.05289685060220345,0.12507405074148503,0.8573,0.8623,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=0",-0.047103149397796557,0.047103149397796557,-0.038271382422342515,0.038271382422342515,0.0927,0.0877,Severity,Severity,"0.053 (0.857, 0.862)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.14441178969158044,0.8608,0.8602,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=4",0.006594913507205924,0.006594913507205924,0,0,0.08919999999999995,0.08979999999999999,Severity,Severity,"0.107 (0.861, 0.860)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,4,0.1,0.10659491350720593,CW,0.031290096617817675,0.15945757180041253,0.8538,0.8494,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=4",-0.06870990338218233,0.06870990338218233,-0.07530481688938825,0.07530481688938825,0.09619999999999995,0.10059999999999991,Severity,Severity,"0.031 (0.854, 0.849)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.11967037685942557,0.09942306520270765,0.9089,0.9115,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=4",0.019670376859425562,0.019670376859425562,0.013075463352219638,0.013075463352219638,0.041099999999999914,0.03849999999999998,Severity,Severity,"0.120 (0.909, 0.911)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,4,0.1,0.10659491350720593,OPW,0.04055219899732884,0.13091280811881734,0.8631,0.8578,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=4",-0.05944780100267116,0.05944780100267116,-0.06604271450987709,0.06604271450987709,0.08689999999999998,0.09219999999999995,Severity,Severity,"0.041 (0.863, 0.858)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,4,0.1,0.10659491350720593,MOPW,0.019443138217372955,0.13800289837778948,0.8335,0.8299,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=4",-0.08055686178262705,0.08055686178262705,-0.08715177528983298,0.08715177528983298,0.11649999999999994,0.12009999999999998,Severity,Severity,"0.019 (0.834, 0.830)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.11876912568188915,0.8738,0.8696,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=0",-0.006600992899999714,0.006600992899999714,0,0,0.07619999999999993,0.08039999999999992,Severity,Severity,"0.493 (0.874, 0.870)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.11875767231343629,0.8731,0.8702,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=0",-0.006594583818316957,0.006594583818316957,6.409081682756668e-6,6.409081682756668e-6,0.07689999999999997,0.07979999999999998,Severity,Severity,"0.493 (0.873, 0.870)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.320942478592292,0.07428429618496722,0.3293,0.3642,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=0",-0.17905752140770798,0.17905752140770798,-0.17245652850770826,0.17245652850770826,0.6207,0.5857999999999999,Severity,Severity,"0.321 (0.329, 0.364)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.37196048592066266,0.09713294056271529,0.6745,0.6935,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=0",-0.12803951407933734,0.12803951407933734,-0.12143852117933762,0.12143852117933762,0.27549999999999997,0.25649999999999995,Severity,Severity,"0.372 (0.674, 0.694)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.38907234975607113,0.09994855060120861,0.7098,0.729,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=0",-0.11092765024392887,0.11092765024392887,-0.10432665734392915,0.10432665734392915,0.24019999999999997,0.22099999999999997,Severity,Severity,"0.389 (0.710, 0.729)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,4,0.5,0.39812201440272504,no_weight,0.39812201440272504,0.12492800048491039,0.8302,0.8564,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=4",-0.10187798559727496,0.10187798559727496,0,0,0.1197999999999999,0.0935999999999999,Severity,Severity,"0.398 (0.830, 0.856)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.1275860544872334,0.8679,0.863,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=4",-0.08463123556555208,0.08463123556555208,0.01724675003172288,0.01724675003172288,0.08209999999999995,0.08699999999999997,Severity,Severity,"0.415 (0.868, 0.863)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.30145031257064825,0.0804592863105879,0.3125,0.7817,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=4",-0.19854968742935175,0.19854968742935175,-0.0966717018320768,0.0966717018320768,0.6375,0.1683,Severity,Severity,"0.301 (0.312, 0.782)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.33909202656800674,0.10472727185808438,0.64,0.8608,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=4",-0.16090797343199326,0.16090797343199326,-0.0590299878347183,0.0590299878347183,0.30999999999999994,0.08919999999999995,Severity,Severity,"0.339 (0.640, 0.861)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.3497535031018391,0.1090773193265282,0.6743,0.8569,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=0, eta_y=4",-0.1502464968981609,0.1502464968981609,-0.04836851130088593,0.04836851130088593,0.27569999999999995,0.09309999999999996,Severity,Severity,"0.350 (0.674, 0.857)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,0,0.5,0.40144653552974946,no_weight,0.40144653552974946,0.12519381188665346,0.8349,0.8597,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=0",-0.09855346447025054,0.09855346447025054,0,0,0.11509999999999998,0.09029999999999994,Severity,Severity,"0.401 (0.835, 0.860)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.1275610235969565,0.87,0.8571,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=0",-0.08185435749158154,0.08185435749158154,0.016699106978669,0.016699106978669,0.07999999999999996,0.09289999999999998,Severity,Severity,"0.418 (0.870, 0.857)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.3027177085359882,0.08070608393007114,0.3204,0.7805,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=0",-0.19728229146401183,0.19728229146401183,-0.09872882699376129,0.09872882699376129,0.6295999999999999,0.16949999999999998,Severity,Severity,"0.303 (0.320, 0.780)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.3412918129685266,0.10483654259016201,0.6461,0.8614,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=0",-0.15870818703147338,0.15870818703147338,-0.06015472256122284,0.06015472256122284,0.30389999999999995,0.0885999999999999,Severity,Severity,"0.341 (0.646, 0.861)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.35233673878659805,0.10901958436007349,0.6813,0.8557,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=0",-0.14766326121340195,0.14766326121340195,-0.04910979674315141,0.04910979674315141,0.26869999999999994,0.09429999999999994,Severity,Severity,"0.352 (0.681, 0.856)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,4,0.5,0.38942295188380144,no_weight,0.38942295188380144,0.12757004283832785,0.7977,0.8458,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=4",-0.11057704811619856,0.11057704811619856,0,0,0.1523,0.10419999999999996,Severity,Severity,"0.389 (0.798, 0.846)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.13363898259881235,0.8613,0.8567,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=4",-0.09102583703196265,0.09102583703196265,0.01955121108423591,0.01955121108423591,0.0887,0.09329999999999994,Severity,Severity,"0.409 (0.861, 0.857)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.3114346520274654,0.08568628852452181,0.4183,0.8469,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=4",-0.1885653479725346,0.1885653479725346,-0.07798829985633604,0.07798829985633604,0.5317,0.10309999999999997,Severity,Severity,"0.311 (0.418, 0.847)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.34109188255593215,0.11155433858150303,0.6865,0.8751,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=4",-0.15890811744406785,0.15890811744406785,-0.04833106932786929,0.04833106932786929,0.26349999999999996,0.07489999999999997,Severity,Severity,"0.341 (0.686, 0.875)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.3438127978408116,0.11661146101048213,0.6952,0.8634,10000,"rho_xy=0.5, rho_uv=0.5, rho_true=0.5","eta_x=4, eta_y=4","rho_xy=0.5, rho_uv=0.5; eta_x=4, eta_y=4",-0.1561872021591884,0.1561872021591884,-0.04561015404298985,0.04561015404298985,0.2547999999999999,0.08660000000000001,Severity,Severity,"0.344 (0.695, 0.863)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,0,0,-0.002143151145344819,no_weight,-0.002143151145344819,0.12532501391033768,0.9161,0.9158,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0; eta_x=0, eta_y=0",-0.002143151145344819,0.002143151145344819,0,0,0.03389999999999993,0.03420000000000001,Severity,Severity,"-0.002 (0.916, 0.916)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,0,0,-0.002143151145344819,CW,-0.0021243257801632437,0.12530478393177116,0.9153,0.9162,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0; eta_x=0, eta_y=0",-0.0021243257801632437,0.0021243257801632437,1.8825365181575175e-5,1.8825365181575175e-5,0.03469999999999995,0.03379999999999994,Severity,Severity,"-0.002 (0.915, 0.916)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,0,0,-0.002143151145344819,PPW,-9.627372087928238e-4,0.06270564213842486,0.9304,0.9298,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0; eta_x=0, eta_y=0",-9.627372087928238e-4,9.627372087928238e-4,0.0011804139365519952,0.0011804139365519952,0.01959999999999995,0.020199999999999996,Severity,Severity,"-0.001 (0.930, 0.930)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,0,0,-0.002143151145344819,OPW,-0.001016906694610838,0.08478899841651494,0.9197,0.9214,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0; eta_x=0, eta_y=0",-0.001016906694610838,0.001016906694610838,0.001126244450733981,0.001126244450733981,0.030299999999999994,0.02859999999999996,Severity,Severity,"-0.001 (0.920, 0.921)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,0,0,-0.002143151145344819,MOPW,-0.0010694820681499924,0.08722011253555961,0.9186,0.9191,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0; eta_x=0, eta_y=0",-0.0010694820681499924,0.0010694820681499924,0.0010736690771948265,0.0010736690771948265,0.031399999999999983,0.030899999999999928,Severity,Severity,"-0.001 (0.919, 0.919)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,4,0,4.87479305226962e-4,no_weight,4.87479305226962e-4,0.10770010828374244,0.9171,0.9171,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0; eta_x=0, eta_y=4",4.87479305226962e-4,4.87479305226962e-4,0,0,0.03289999999999993,0.03289999999999993,Severity,Severity,"0.000 (0.917, 0.917)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,4,0,4.87479305226962e-4,CW,2.4724514816614374e-4,0.12182774922865156,0.9171,0.9172,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0; eta_x=0, eta_y=4",2.4724514816614374e-4,2.4724514816614374e-4,-2.4023415706081827e-4,2.4023415706081827e-4,0.03289999999999993,0.03279999999999994,Severity,Severity,"0.000 (0.917, 0.917)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,4,0,4.87479305226962e-4,PPW,2.1063106333743628e-4,0.06777760264295163,0.9294,0.9297,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0; eta_x=0, eta_y=4",2.1063106333743628e-4,2.1063106333743628e-4,-2.768482418895257e-4,2.768482418895257e-4,0.02059999999999995,0.020299999999999985,Severity,Severity,"0.000 (0.929, 0.930)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,4,0,4.87479305226962e-4,OPW,-8.368465374552716e-5,0.09168269118458283,0.9179,0.9181,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0; eta_x=0, eta_y=4",-8.368465374552716e-5,8.368465374552716e-5,-5.711639589724892e-4,5.711639589724892e-4,0.032099999999999906,0.03189999999999993,Severity,Severity,"-0.000 (0.918, 0.918)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,0,4,0,4.87479305226962e-4,MOPW,7.762476463664922e-5,0.09526296096801018,0.9143,0.9143,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0; eta_x=0, eta_y=4",7.762476463664922e-5,7.762476463664922e-5,-4.0985454059031277e-4,4.0985454059031277e-4,0.035699999999999954,0.035699999999999954,Severity,Severity,"0.000 (0.914, 0.914)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,0.10764787270746756,0.9106,0.9111,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0; eta_x=4, eta_y=0",-6.697126063766628e-4,6.697126063766628e-4,0,0,0.03939999999999999,0.038899999999999935,Severity,Severity,"-0.001 (0.911, 0.911)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,0,0,-6.697126063766628e-4,CW,-7.897743682362362e-4,0.12194047469430784,0.9097,0.9098,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0; eta_x=4, eta_y=0",-7.897743682362362e-4,7.897743682362362e-4,-1.2006176185957345e-4,1.2006176185957345e-4,0.0403,0.0401999999999999,Severity,Severity,"-0.001 (0.910, 0.910)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,0,0,-6.697126063766628e-4,PPW,-5.765888954202886e-4,0.06802337029747912,0.9264,0.9263,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0; eta_x=4, eta_y=0",-5.765888954202886e-4,5.765888954202886e-4,9.312371095637414e-5,9.312371095637414e-5,0.023599999999999954,0.023699999999999943,Severity,Severity,"-0.001 (0.926, 0.926)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,0,0,-6.697126063766628e-4,OPW,-3.927809827164507e-4,0.09200422298081361,0.913,0.9134,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0; eta_x=4, eta_y=0",-3.927809827164507e-4,3.927809827164507e-4,2.769316236602121e-4,2.769316236602121e-4,0.03699999999999992,0.036599999999999966,Severity,Severity,"-0.000 (0.913, 0.913)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,0,0,-6.697126063766628e-4,MOPW,-6.978939103314619e-4,0.09568760679715577,0.9107,0.9107,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0; eta_x=4, eta_y=0",-6.978939103314619e-4,6.978939103314619e-4,-2.8181303954799108e-5,2.8181303954799108e-5,0.0393,0.0393,Severity,Severity,"-0.001 (0.911, 0.911)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.0419497695755974,no_weight,0.0419497695755974,0.09690473174364664,0.8934,0.9183,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.0419497695755974,0.0419497695755974,0,0,0.056599999999999984,0.03169999999999995,Severity,Severity,"0.042 (0.893, 0.918)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.12110526340060451,0.9077,0.9153,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.029503471051909758,0.029503471051909758,-0.012446298523687643,0.012446298523687643,0.042300000000000004,0.03469999999999995,Severity,Severity,"0.030 (0.908, 0.915)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.0419497695755974,PPW,0.017178975188623543,0.07236424400580825,0.9181,0.908,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.017178975188623543,0.017178975188623543,-0.024770794386973858,0.024770794386973858,0.03189999999999993,0.041999999999999926,Severity,Severity,"0.017 (0.918, 0.908)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.0419497695755974,OPW,0.018302807565015372,0.0977689679791266,0.9084,0.9068,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.018302807565015372,0.018302807565015372,-0.02364696201058203,0.02364696201058203,0.04159999999999997,0.043199999999999905,Severity,Severity,"0.018 (0.908, 0.907)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.0419497695755974,MOPW,0.01608244276987066,0.1020105681835709,0.9063,0.9011,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.01608244276987066,0.01608244276987066,-0.025867326805726742,0.025867326805726742,0.04369999999999996,0.048899999999999944,Severity,Severity,"0.016 (0.906, 0.901)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.1164487352055109,0.7605,0.9144,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.14462731488189418,0.14462731488189418,0,0,0.1895,0.035599999999999965,Severity,Severity,"0.255 (0.760, 0.914)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.25537268511810585,CW,0.2553492187769736,0.1164357095590168,0.7596,0.9137,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.14465078122302644,0.14465078122302644,-2.3466341132261093e-5,2.3466341132261093e-5,0.1903999999999999,0.0363,Severity,Severity,"0.255 (0.760, 0.914)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.25537268511810585,PPW,0.09938708924410102,0.06186419495964349,0.014,0.3097,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.300612910755899,0.300612910755899,-0.15598559587400485,0.15598559587400485,0.9359999999999999,0.6403,Severity,Severity,"0.099 (0.014, 0.310)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.25537268511810585,OPW,0.17522834091832143,0.08330934880342199,0.2732,0.7875,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.2247716590816786,0.2247716590816786,-0.08014434419978442,0.08014434419978442,0.6768,0.16249999999999998,Severity,Severity,"0.175 (0.273, 0.787)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.25537268511810585,MOPW,0.18258858057407507,0.08602117668357197,0.3218,0.807,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.21741141942592496,0.21741141942592496,-0.07278410454403078,0.07278410454403078,0.6282,0.1429999999999999,Severity,Severity,"0.183 (0.322, 0.807)"
Phi,L_Y_sev__K_X_sev,all_phi_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,4,0.4,0.1874546451860911,no_weight,0.1874546451860911,0.10243135988256916,0.4665,0.9183,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=4",-0.21254535481390893,0.21254535481390893,0,0,0.48349999999999993,0.03169999999999995,Severity,Severity,"0.187 (0.467, 0.918)"
