correlation_measure,subgrouping,file_name,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,weight_type,mean_estimate,mean_se,coverage_true,coverage_obs,n_reps,corr_setting,eta_setting,scenario_label,bias_true,abs_bias_true,bias_obs,abs_bias_obs,coverage_true_dist,coverage_obs_dist,Y_subgrouping,X_subgrouping,est_cov
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.03646026958428305,CW,0.040765046512563095,0.15438222484116546,0.8693,0.8795,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.040765046512563095,0.040765046512563095,0.004304776928280046,0.004304776928280046,0.0807,0.07050000000000001,Severity,Severity,"0.041 (0.869, 0.879)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.03646026958428305,PPW,0.01821438030893789,0.09008610796762466,0.911,0.9117,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.01821438030893789,0.01821438030893789,-0.018245889275345158,0.018245889275345158,0.038999999999999924,0.0383,Severity,Severity,"0.018 (0.911, 0.912)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.03646026958428305,OPW,0.016972867366327946,0.12405469600949576,0.8792,0.8806,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.016972867366327946,0.016972867366327946,-0.019487402217955103,0.019487402217955103,0.07079999999999997,0.0693999999999999,Severity,Severity,"0.017 (0.879, 0.881)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0,4,4,0,0.03646026958428305,MOPW,0.011519980875102025,0.12957365568674067,0.8672,0.8665,10000,"rho_xy=0, rho_uv=0, rho_true=0","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0; eta_x=4, eta_y=4",0.011519980875102025,0.011519980875102025,-0.024940288709181024,0.024940288709181024,0.08279999999999998,0.08349999999999991,Severity,Severity,"0.012 (0.867, 0.867)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.3831791367499273,no_weight,0.3831791367499273,0.12879449952272193,0.8813,0.8732,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.016820863250072704,0.016820863250072704,0,0,0.06869999999999998,0.07679999999999998,Severity,Severity,"0.383 (0.881, 0.873)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.12879087695043417,0.8823,0.8734,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.01685096737786207,0.01685096737786207,-3.0104127789365442e-5,3.0104127789365442e-5,0.06769999999999998,0.0766,Severity,Severity,"0.383 (0.882, 0.873)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.3831791367499273,PPW,0.15022256076221452,0.0719582626244327,0.0744,0.1129,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.2497774392377855,0.2497774392377855,-0.2329565759877128,0.2329565759877128,0.8755999999999999,0.8371,Severity,Severity,"0.150 (0.074, 0.113)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.2536391252800086,0.09882491209060001,0.6141,0.6623,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.14636087471999143,0.14636087471999143,-0.12954001146991873,0.12954001146991873,0.3359,0.28769999999999996,Severity,Severity,"0.254 (0.614, 0.662)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.2651665447435383,0.10202803205151226,0.6378,0.6828,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=0",-0.13483345525646173,0.13483345525646173,-0.11801259200638903,0.11801259200638903,0.3121999999999999,0.2672,Severity,Severity,"0.265 (0.638, 0.683)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,4,0.4,0.3035321317014306,no_weight,0.3035321317014306,0.12898110452971004,0.8263,0.8632,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=4",-0.0964678682985694,0.0964678682985694,0,0,0.12369999999999992,0.08679999999999999,Severity,Severity,"0.304 (0.826, 0.863)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.12789852962864812,0.882,0.8343,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=4",-0.04236981340478857,0.04236981340478857,0.054098054893780834,0.054098054893780834,0.06799999999999995,0.11569999999999991,Severity,Severity,"0.358 (0.882, 0.834)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.1575321575946234,0.07838278890418472,0.1403,0.5417,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=4",-0.2424678424053766,0.2424678424053766,-0.1459999741068072,0.1459999741068072,0.8097,0.4083,Severity,Severity,"0.158 (0.140, 0.542)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.25950085885217444,0.10429517331286031,0.6762,0.8599,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=4",-0.14049914114782558,0.14049914114782558,-0.044031272849256176,0.044031272849256176,0.27379999999999993,0.09009999999999996,Severity,Severity,"0.260 (0.676, 0.860)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,0,4,0.4,0.3035321317014306,MOPW,0.27327486146060875,0.1080759458303775,0.7088,0.8529,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=0, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=0, eta_y=4",-0.12672513853939127,0.12672513853939127,-0.030257270240821865,0.030257270240821865,0.24119999999999997,0.09709999999999996,Severity,Severity,"0.273 (0.709, 0.853)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,0,0.4,0.3022048754100082,no_weight,0.3022048754100082,0.12897393046101058,0.8271,0.8618,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=0",-0.09779512458999184,0.09779512458999184,0,0,0.12290000000000001,0.08819999999999995,Severity,Severity,"0.302 (0.827, 0.862)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.12796072330324812,0.8777,0.8325,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=0",-0.04284824617296268,0.04284824617296268,0.054946878417029166,0.054946878417029166,0.07229999999999992,0.11749999999999994,Severity,Severity,"0.357 (0.878, 0.833)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,0,0.4,0.3022048754100082,PPW,0.15663685542788863,0.07862815338892751,0.1429,0.5486,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=0",-0.2433631445721114,0.2433631445721114,-0.14556801998211955,0.14556801998211955,0.8070999999999999,0.4014,Severity,Severity,"0.157 (0.143, 0.549)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,0,0.4,0.3022048754100082,OPW,0.2589017189264763,0.10447010634580108,0.6761,0.8567,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=0",-0.14109828107352373,0.14109828107352373,-0.04330315648353189,0.04330315648353189,0.2738999999999999,0.09329999999999994,Severity,Severity,"0.259 (0.676, 0.857)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,0,0.4,0.3022048754100082,MOPW,0.2725706678231662,0.10822312606554027,0.7045,0.8534,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=0","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=0",-0.12742933217683383,0.12742933217683383,-0.029634207586841987,0.029634207586841987,0.24549999999999994,0.09659999999999991,Severity,Severity,"0.273 (0.705, 0.853)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,4,0.4,0.29509744910188507,no_weight,0.29509744910188507,0.12931805447234604,0.7775,0.8435,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=4",-0.10490255089811495,0.10490255089811495,0,0,0.1725,0.10649999999999993,Severity,Severity,"0.295 (0.777, 0.844)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.12916408011076058,0.8751,0.7884,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=4",-0.01955604175300596,0.01955604175300596,0.085346509145109,0.085346509145109,0.07489999999999997,0.16159999999999997,Severity,Severity,"0.380 (0.875, 0.788)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.17916878873479286,0.08426117211510943,0.2677,0.7153,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=4",-0.22083121126520716,0.22083121126520716,-0.1159286603670922,0.1159286603670922,0.6822999999999999,0.2346999999999999,Severity,Severity,"0.179 (0.268, 0.715)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,4,0.4,0.29509744910188507,OPW,0.27917353960193136,0.10921470228810432,0.7498,0.8796,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=4",-0.12082646039806866,0.12082646039806866,-0.015923909499953703,0.015923909499953703,0.20019999999999993,0.07039999999999991,Severity,Severity,"0.279 (0.750, 0.880)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0,0.5,4,4,0.4,0.29509744910188507,MOPW,0.28822670067210077,0.11293133347946639,0.7564,0.8666,10000,"rho_xy=0, rho_uv=0.5, rho_true=0.4","eta_x=4, eta_y=4","rho_xy=0, rho_uv=0.5; eta_x=4, eta_y=4",-0.11177329932789926,0.11177329932789926,-0.006870748429784301,0.006870748429784301,0.1936,0.08339999999999992,Severity,Severity,"0.288 (0.756, 0.867)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.156383023379283,0.8674,0.8689,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=0",0.008550736507787052,0.008550736507787052,0,0,0.0826,0.08109999999999995,Severity,Severity,"0.109 (0.867, 0.869)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.15637945792838995,0.8674,0.8687,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=0",0.00853302457191385,0.00853302457191385,-1.7711935873201967e-5,1.7711935873201967e-5,0.0826,0.08129999999999993,Severity,Severity,"0.109 (0.867, 0.869)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.1434352963882187,0.08321246934491555,0.8862,0.8964,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=0",0.04343529638821869,0.04343529638821869,0.03488455988043164,0.03488455988043164,0.06379999999999997,0.05359999999999998,Severity,Severity,"0.143 (0.886, 0.896)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,0,0.1,0.10855073650778706,OPW,0.09471728452294573,0.10859079643320647,0.884,0.8839,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=0",-0.005282715477054278,0.005282715477054278,-0.01383345198484133,0.01383345198484133,0.06599999999999995,0.06609999999999994,Severity,Severity,"0.095 (0.884, 0.884)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,0,0.1,0.10855073650778706,MOPW,0.09866950772070238,0.11317747885304824,0.87,0.8705,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=0",-0.0013304922792976293,0.0013304922792976293,-0.009881228787084681,0.009881228787084681,0.07999999999999996,0.0794999999999999,Severity,Severity,"0.099 (0.870, 0.871)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.14963323398439063,0.8749,0.8746,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=4",-0.010619452339602348,0.010619452339602348,0,0,0.07509999999999994,0.07539999999999991,Severity,Severity,"0.089 (0.875, 0.875)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,4,0.1,0.08938054766039766,CW,0.048401769253172994,0.15568001141154683,0.8696,0.8747,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=4",-0.05159823074682701,0.05159823074682701,-0.040978778407224664,0.040978778407224664,0.08039999999999992,0.07529999999999992,Severity,Severity,"0.048 (0.870, 0.875)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.12122247326026943,0.09081571908106192,0.9115,0.9031,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=4",0.021222473260269423,0.021222473260269423,0.03184192559987177,0.03184192559987177,0.03849999999999998,0.04689999999999994,Severity,Severity,"0.121 (0.911, 0.903)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.05862471190513265,0.11924693057893401,0.8762,0.8841,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=4",-0.04137528809486735,0.04137528809486735,-0.030755835755265006,0.030755835755265006,0.07379999999999998,0.06589999999999996,Severity,Severity,"0.059 (0.876, 0.884)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,0,4,0.1,0.08938054766039766,MOPW,0.051789683993390324,0.12565348182912794,0.8627,0.8669,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=0, eta_y=4","rho_xy=0.5, rho_uv=0; eta_x=0, eta_y=4",-0.04821031600660968,0.04821031600660968,-0.03759086366700733,0.03759086366700733,0.08729999999999993,0.08309999999999995,Severity,Severity,"0.052 (0.863, 0.867)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.1486841297915791,0.8706,0.8695,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=0",-0.008831766975454042,0.008831766975454042,0,0,0.07939999999999992,0.0804999999999999,Severity,Severity,"0.091 (0.871, 0.870)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,0,0.1,0.09116823302454596,CW,0.05039519689552549,0.15507159786235494,0.8659,0.8692,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=0",-0.049604803104474515,0.049604803104474515,-0.040773036129020473,0.040773036129020473,0.08409999999999995,0.08079999999999998,Severity,Severity,"0.050 (0.866, 0.869)"
Pearson,L_Y_sev__K_X_sev,all_pearson_L_Y_sev__K_X_sev_results.rds,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.12289778257039553,0.0906311612484375,0.9082,0.9022,10000,"rho_xy=0.5, rho_uv=0, rho_true=0.1","eta_x=4, eta_y=0","rho_xy=0.5, rho_uv=0; eta_x=4, eta_y=0",0.022897782570395528,0.022897782570395528,0.03172954954584957,0.03172954954584957,0.04179999999999995,0.047799999999999954,Severity,Severity,"0.123 (0.908, 0.902)"
