correlation_measure,subgrouping,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,best_weight_coverage_obs,mean_estimate,coverage_obs,coverage_obs_dist,coverage_true
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,0.02168237969339718,0.8955,0.05449999999999999,0.8956
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.007969823670590221,0.9036,0.0464,0.9035
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.036604238046611684,0.9,0.04999999999999993,0.8902
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.2759583385229679,0.8957,0.054299999999999904,0.7729
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,no_weight,0.3022048754100082,0.8618,0.08819999999999995,0.8271
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.2785659773444029,0.8958,0.054199999999999915,0.7806
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8689,0.08109999999999995,0.8674
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,CW,0.048401769253172994,0.8747,0.07529999999999992,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.10880835633080205,0.8986,0.0514,0.9026
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.12194815715651941,0.8917,0.05829999999999991,0.8901
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.4744011084642053,0.8835,0.0665,0.8863
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.4092593565535213,0.8905,0.0595,0.8373
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.35590835726534437,0.8801,0.06989999999999996,0.6715
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.3985953240188718,0.881,0.06899999999999995,0.8291
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.011855336657714672,0.9135,0.03649999999999998,0.9131
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.024493562089325144,0.892,0.05799999999999994,0.892
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.03191311000951366,0.8882,0.061799999999999966,0.8888
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,CW,0.040765046512563095,0.8795,0.07050000000000001,0.8693
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.305868293957303,0.8659,0.08409999999999995,0.8366
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,no_weight,0.3022048754100082,0.8618,0.08819999999999995,0.8271
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.23723810419422503,0.8696,0.08039999999999992,0.7034
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.1444486681875869,0.884,0.06599999999999995,0.8756
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.09750601959244862,0.8988,0.05119999999999991,0.9015
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.08684973962467213,0.907,0.04299999999999993,0.9055
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.0710837089794599,0.8886,0.06140000000000001,0.8911
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.37352014203942996,0.8996,0.0504,0.7771
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,no_weight,0.40144653552974946,0.8597,0.09029999999999994,0.8349
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.3648856272562099,0.8879,0.06209999999999993,0.777
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.032047362519749205,0.907,0.04299999999999993,0.9061
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,0.8764,0.0736,0.8762
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,0.8696,0.08039999999999992,0.8691
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,CW,0.040765046512563095,0.8795,0.07050000000000001,0.8693
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.31237395992128886,0.8768,0.07319999999999993,0.866
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.29576701824752927,0.8766,0.07339999999999991,0.8533
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,OPW,0.2953744492091252,0.8777,0.07229999999999992,0.8544
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.2650165759098533,0.8874,0.06259999999999999,0.824
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.13823703942036725,0.8919,0.05809999999999993,0.8849
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.06349627235588809,0.8975,0.05249999999999999,0.8927
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.06650694405619999,0.8969,0.053099999999999925,0.8952
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,OPW,0.07246267427262089,0.8718,0.07819999999999994,0.874
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.480164324074415,0.8743,0.07569999999999999,0.8764
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.3780322941578002,0.8929,0.05709999999999993,0.8262
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.37959013863234,0.8926,0.05740000000000001,0.8296
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.390692136712201,0.8787,0.07129999999999992,0.8556
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.002372384654275822,0.8991,0.050899999999999945,0.8987
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.0014413461486839,0.8889,0.06109999999999993,0.8887
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.016171026562004052,0.8826,0.0673999999999999,0.8829
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.03240491178020155,0.887,0.06299999999999994,0.8866
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.35480050620474973,0.8889,0.06109999999999993,0.8865
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.35480050620474973,0.8889,0.06109999999999993,0.8865
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.32544634505766573,0.8721,0.07789999999999997,0.8697
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,PPW,0.29056929355466427,0.8835,0.0665,0.8208
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,no_weight,0.29509744910188507,0.8435,0.10649999999999993,0.7775
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8689,0.08109999999999995,0.8674
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.11080508656255429,0.884,0.06599999999999995,0.8888
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.08806049938230634,0.8922,0.05779999999999996,0.8911
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.09430695633127717,0.8822,0.06779999999999997,0.8824
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.47560532081548934,0.888,0.061999999999999944,0.8898
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.863,0.08699999999999997,0.8679
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.41845857326528985,0.8646,0.08539999999999992,0.8652
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8567,0.09329999999999994,0.8613
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0017383047319059414,0.9203,0.02969999999999995,0.9211
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-3.498298370077585e-4,0.9102,0.039799999999999947,0.9102
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.026235518154646947,0.8994,0.05059999999999998,0.8998
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,4,4,0,0.03646026958428305,PPW,0.008517343115895208,0.897,0.052999999999999936,0.901
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.3003094699112188,0.8836,0.0663999999999999,0.8268
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,OPW,0.2571919680410305,0.8665,0.08349999999999991,0.7244
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.2333978348433934,0.8845,0.0655,0.6778
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8689,0.08109999999999995,0.8674
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.10322294561258286,0.8801,0.06989999999999996,0.8811
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.12350029619924621,0.8959,0.054099999999999926,0.9019
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.13168302343547678,0.8927,0.05729999999999991,0.8898
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.4466753291748215,0.8764,0.0736,0.8713
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.39028817302907187,0.8957,0.054299999999999904,0.8111
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.3546315698663004,0.8898,0.06019999999999992,0.6824
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.3875049828546531,0.8859,0.06409999999999993,0.8226
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.001195939823320208,0.8982,0.05179999999999996,0.8998
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,0.004860636112828594,0.8982,0.05179999999999996,0.8983
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,6.519181564405243e-5,0.8926,0.05740000000000001,0.893
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.034606177601054555,0.9012,0.048799999999999955,0.8887
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.26242313490603403,0.8746,0.07539999999999991,0.6971
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,no_weight,0.3022048754100082,0.8618,0.08819999999999995,0.8271
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.27306151146336566,0.8796,0.07039999999999991,0.7099
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.13915604980951501,0.8786,0.07139999999999991,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.0993665543807405,0.8998,0.05019999999999991,0.9026
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.09853662019784784,0.8946,0.055400000000000005,0.8983
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.0870336030864503,0.8927,0.05729999999999991,0.8941
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.3682050447725926,0.8887,0.06129999999999991,0.718
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.3594627223274084,0.8684,0.0816,0.6649
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.36168059685882487,0.885,0.06499999999999995,0.7052
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0016117839580271787,0.8988,0.05119999999999991,0.8994
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.006157097642206757,0.8981,0.051899999999999946,0.8984
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,1.633871961310011e-4,0.8969,0.053099999999999925,0.8968
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.022813498678063416,0.8976,0.0524,0.8974
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,no_weight,0.3035321317014306,0.8632,0.08679999999999999,0.8263
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,no_weight,0.3022048754100082,0.8618,0.08819999999999995,0.8271
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.27654427402575293,0.8696,0.08039999999999992,0.7291
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.13949979443356395,0.878,0.07199999999999995,0.8715
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.08657646201699579,0.9011,0.048899999999999944,0.8994
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.10487365028084603,0.8953,0.05469999999999997,0.898
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.08032663757247062,0.8899,0.06009999999999993,0.892
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.37451647080316586,0.8827,0.06729999999999992,0.7469
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.37352430513269674,0.8759,0.07409999999999994,0.7212
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.37664272267681964,0.8842,0.06579999999999997,0.7641
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0019171605425630318,0.8988,0.05119999999999991,0.8981
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.016805012865058318,0.8935,0.056499999999999995,0.8932
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,3.580917889770892e-4,0.8861,0.06389999999999996,0.8862
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.03237572355797986,0.8892,0.060799999999999965,0.8857
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.35510403378880606,0.8837,0.06629999999999991,0.8868
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.35510403378880606,0.8837,0.06629999999999991,0.8868
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.2917981161275242,0.8817,0.06829999999999992,0.819
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,PPW,0.3254965660117871,0.8669,0.08309999999999995,0.8717
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,no_weight,0.29509744910188507,0.8435,0.10649999999999993,0.7775
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.15739259955284324,0.8693,0.0807,0.8623
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.08594759831110857,0.8951,0.05489999999999995,0.8927
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.11377950992955378,0.8794,0.0706,0.8832
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.09531902886907694,0.8825,0.0675,0.8834
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.47530727232053893,0.8857,0.06429999999999991,0.887
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.4174068309630646,0.8654,0.08460000000000001,0.8618
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,no_weight,0.40144653552974946,0.8597,0.09029999999999994,0.8349
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8567,0.09329999999999994,0.8613
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,CW,-0.0024424758816690953,0.8796,0.07039999999999991,0.8788
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0024424758816690953,0.8796,0.07039999999999991,0.8788
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,OPW,-0.0024424758816690953,0.8796,0.07039999999999991,0.8788
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,MOPW,-0.0024424758816690953,0.8796,0.07039999999999991,0.8788
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,0.8764,0.0736,0.8762
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-4.254063467946233e-4,0.8764,0.0736,0.8762
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,OPW,-4.254063467946233e-4,0.8764,0.0736,0.8762
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,MOPW,-4.254063467946233e-4,0.8764,0.0736,0.8762
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,0.8696,0.08039999999999992,0.8691
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,1.4931561307981805e-4,0.8696,0.08039999999999992,0.8691
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,OPW,1.4931561307981805e-4,0.8696,0.08039999999999992,0.8691
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,MOPW,1.4931561307981805e-4,0.8696,0.08039999999999992,0.8691
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,CW,0.040765046512563095,0.8795,0.07050000000000001,0.8693
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.040765046512563095,0.8795,0.07050000000000001,0.8693
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.040765046512563095,0.8795,0.07050000000000001,0.8693
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.040765046512563095,0.8795,0.07050000000000001,0.8693
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,PPW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.38314903262213795,0.8734,0.0766,0.8823
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,no_weight,0.3035321317014306,0.8632,0.08679999999999999,0.8263
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,no_weight,0.3022048754100082,0.8618,0.08819999999999995,0.8271
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,no_weight,0.29509744910188507,0.8435,0.10649999999999993,0.7775
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8689,0.08109999999999995,0.8674
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,CW,0.048401769253172994,0.8747,0.07529999999999992,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.048401769253172994,0.8747,0.07529999999999992,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.048401769253172994,0.8747,0.07529999999999992,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,MOPW,0.048401769253172994,0.8747,0.07529999999999992,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.8695,0.0804999999999999,0.8706
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.8602,0.08979999999999999,0.8608
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,CW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.49340541618168304,0.8702,0.07979999999999998,0.8731
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.863,0.08699999999999997,0.8679
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.4153687644344479,0.863,0.08699999999999997,0.8679
