correlation_measure,subgrouping,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,best_weight_coverage_true,mean_estimate,coverage_true,coverage_true_dist,coverage_obs
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,OPW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,MOPW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,PPW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,OPW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,MOPW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,OPW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,MOPW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,no_weight,0.08938054766039766,0.8749,0.07509999999999994,0.8746
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,no_weight,0.09116823302454596,0.8706,0.07939999999999992,0.8695
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,no_weight,0.10659491350720593,0.8608,0.08919999999999995,0.8602
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,PPW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,PPW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,PPW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0012811682890293778,0.9073,0.04269999999999996,0.9071
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,PPW,1.394961545576859e-5,0.9109,0.03909999999999991,0.9105
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,PPW,2.989449560906809e-5,0.8976,0.0524,0.8973
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0,4,4,0,0.03646026958428305,PPW,0.03342995844335673,0.8896,0.06040000000000001,0.9025
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_4_5__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.08402821879719627,0.8815,0.0685,0.8835
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,MOPW,0.08402821879719627,0.8815,0.0685,0.8835
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,OPW,0.11858315201266545,0.8747,0.07529999999999992,0.8702
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,MOPW,0.11858315201266545,0.8747,0.07529999999999992,0.8702
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,OPW,0.09000575274570494,0.8798,0.07019999999999993,0.8784
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,MOPW,0.09000575274570494,0.8798,0.07019999999999993,0.8784
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-9.155532642334522e-4,0.9204,0.02959999999999996,0.9212
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,0.008358439505044482,0.9139,0.03609999999999991,0.9134
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,4.2788553918357233e-4,0.9166,0.033399999999999985,0.9164
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.029292139690233785,0.901,0.04899999999999993,0.9136
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_sev__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,OPW,0.11929012332072454,0.8704,0.0796,0.8742
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.09692297743102034,0.8811,0.06889999999999996,0.8786
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.1279703059592532,0.8922,0.05779999999999996,0.883
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.13601871530120366,0.8852,0.06479999999999997,0.8909
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_sev__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-9.067987731024051e-4,0.9203,0.02969999999999995,0.9201
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.010061388822245958,0.9112,0.038799999999999946,0.9115
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,3.7500672565724777e-4,0.9184,0.03159999999999996,0.9181
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.006950245861010746,0.9135,0.03649999999999998,0.9033
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_sev__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,OPW,0.12001835771052895,0.8714,0.0786,0.8751
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.12714532142994941,0.8937,0.056299999999999906,0.8797
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.13363644803471222,0.8944,0.05559999999999998,0.8824
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.11826329108040991,0.9032,0.04679999999999995,0.9071
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_sev__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0013270428119553721,0.9209,0.029099999999999904,0.921
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.026485041842347654,0.907,0.04299999999999993,0.9074
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,3.924918312721201e-4,0.9056,0.044399999999999995,0.9054
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.008502670864577424,0.9041,0.04589999999999994,0.8981
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_sev__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.12135451402430256,0.9019,0.04809999999999992,0.8957
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.15144128754865271,0.876,0.07399999999999995,0.869
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.13089033261025695,0.8905,0.0595,0.8931
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.44919616897225106,0.874,0.07599999999999996,0.8787
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_sev__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0015554621902950751,0.9108,0.0391999999999999,0.9115
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-8.786322891646919e-4,0.904,0.04599999999999993,0.9035
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,4.292779278291927e-4,0.9037,0.04630000000000001,0.9037
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.033723692459039604,0.8915,0.058499999999999996,0.9029
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_sev__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.11681713506571423,0.8757,0.07429999999999992,0.8718
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,MOPW,0.11681713506571423,0.8757,0.07429999999999992,0.8718
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,OPW,0.08567473201111422,0.8724,0.0776,0.872
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,MOPW,0.08567473201111422,0.8724,0.0776,0.872
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,OPW,0.08915990350042315,0.8753,0.07469999999999999,0.8754
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,MOPW,0.08915990350042315,0.8753,0.07469999999999999,0.8754
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.4597113847627336,0.8738,0.07619999999999993,0.8793
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,MOPW,0.4597113847627336,0.8738,0.07619999999999993,0.8793
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_sev__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_sev__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0011256128814059337,0.9262,0.023799999999999932,0.9272
Pearson,L_Y_sev__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-2.818060914371931e-4,0.9229,0.027099999999999902,0.9226
Pearson,L_Y_sev__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,PPW,-1.9921049983431566e-4,0.9171,0.03289999999999993,0.9173
Pearson,L_Y_sev__K_X_sev,20,0,0,4,4,0,0.03646026958428305,PPW,0.01821438030893789,0.911,0.038999999999999924,0.9117
Pearson,L_Y_sev__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_sev__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_sev__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_sev__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_sev__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.1434352963882187,0.8862,0.06379999999999997,0.8964
Pearson,L_Y_sev__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.12122247326026943,0.9115,0.03849999999999998,0.9031
Pearson,L_Y_sev__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.12289778257039553,0.9082,0.04179999999999995,0.9022
Pearson,L_Y_sev__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.11967037685942557,0.9089,0.041099999999999914,0.9115
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_sev__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,0,0,0,-0.002143151145344819,PPW,-0.018488362871243315,0.926,0.02399999999999991,0.929
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,0,4,0,4.87479305226962e-4,PPW,-0.006124114309450819,0.9319,0.018100000000000005,0.9311
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,4,0,0,-6.697126063766628e-4,PPW,-0.006434070793053202,0.9317,0.018299999999999983,0.9325
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0,4,4,0,0.0419497695755974,PPW,0.020861951399645386,0.9262,0.023799999999999932,0.9122
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.7605,0.1895,0.9144
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.7054,0.24459999999999993,0.8878
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.6984,0.25159999999999993,0.8839
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.7336,0.21639999999999993,0.864
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.07734190081862875,0.9259,0.02410000000000001,0.9246
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.06163503996631391,0.9041,0.04589999999999994,0.9186
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.06188501778627723,0.9079,0.042099999999999915,0.9251
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.06633445110735037,0.9149,0.03509999999999991,0.9313
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.6879,0.2621,0.9159
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.4821,0.4679,0.8969
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.4856,0.4644,0.899
Phi,L_Y_dich_1_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.4295,0.5205,0.9022
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,0,0,0,-0.002143151145344819,PPW,0.017622147912684346,0.924,0.025999999999999912,0.9215
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,0,4,0,4.87479305226962e-4,PPW,0.006647312339675475,0.9332,0.016799999999999926,0.9337
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,0.9106,0.03939999999999999,0.9111
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,4,0,0,-6.697126063766628e-4,PPW,0.029824934541612735,0.9106,0.03939999999999999,0.9092
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.9077,0.042300000000000004,0.9153
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.7605,0.1895,0.9144
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.1874546451860911,CW,0.24047728455642178,0.7054,0.24459999999999993,0.8878
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.18584857151176185,CW,0.2393316305494698,0.6984,0.25159999999999993,0.8839
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.18607078613796055,CW,0.25314718298192973,0.7336,0.21639999999999993,0.864
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.0655722078030616,PPW,0.10867021173391883,0.9304,0.01959999999999995,0.8753
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.04807481120209842,PPW,0.07275405686089556,0.9248,0.0252,0.9043
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.04971493801351961,PPW,0.10520882227175646,0.9383,0.011699999999999933,0.8476
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.07613070214945887,PPW,0.08139692732834006,0.9373,0.012699999999999934,0.9354
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.32896502905034614,CW,0.3289697296262373,0.6879,0.2621,0.9159
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.24103886468225041,CW,0.26728298431188235,0.4821,0.4679,0.8969
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.2431820216347617,CW,0.2691798716996065,0.4856,0.4644,0.899
Phi,L_Y_dich_1_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.2338878824323658,CW,0.25166954442611467,0.4295,0.5205,0.9022
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,0,0,0,-0.002143151145344819,PPW,0.02353173701801678,0.9259,0.02410000000000001,0.9236
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,0,4,0,4.87479305226962e-4,PPW,0.00932254582777538,0.9361,0.013899999999999912,0.9362
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,4,0,0,-6.697126063766628e-4,no_weight,-6.697126063766628e-4,0.9106,0.03939999999999999,0.9111
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0,4,4,0,0.0419497695755974,CW,0.029503471051909758,0.9077,0.042300000000000004,0.9153
Phi,L_Y_dich_1_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.25537268511810585,no_weight,0.25537268511810585,0.7605,0.1895,0.9144
