correlation_measure,subgrouping,M,rho_xy,rho_uv,eta_x,eta_y,rho_true,rho_obs_hat,best_weight_coverage_true,mean_estimate,coverage_true,coverage_true_dist,coverage_obs
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,0.02168237969339718,0.8956,0.054400000000000004,0.8955
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.007969823670590221,0.9035,0.046499999999999986,0.9036
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.036604238046611684,0.8902,0.059799999999999964,0.9
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.14602631997453916,0.8787,0.07129999999999992,0.871
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.10880835633080205,0.9026,0.0474,0.8986
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.12194815715651941,0.8901,0.05989999999999995,0.8917
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.4744011084642053,0.8863,0.06369999999999998,0.8835
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.4443104924235348,0.8831,0.06689999999999996,0.8234
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_3_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.011855336657714672,0.9131,0.03689999999999993,0.9135
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.024493562089325144,0.892,0.05799999999999994,0.892
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.03191311000951366,0.8888,0.06119999999999992,0.8882
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,PPW,-0.016386035663367972,0.8944,0.05559999999999998,0.8756
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.1444486681875869,0.8756,0.07439999999999991,0.884
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.09750601959244862,0.9015,0.04849999999999999,0.8988
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.08684973962467213,0.9055,0.044499999999999984,0.907
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.0710837089794599,0.8911,0.05889999999999995,0.8886
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_3_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.032047362519749205,0.9061,0.04389999999999994,0.907
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,0.8762,0.07379999999999998,0.8764
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,0.8691,0.08089999999999997,0.8696
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,OPW,-0.015203064682296865,0.8811,0.06889999999999996,0.8638
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.13823703942036725,0.8849,0.06509999999999994,0.8919
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.06349627235588809,0.8927,0.05729999999999991,0.8975
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.06650694405619999,0.8952,0.05479999999999996,0.8969
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,OPW,0.07246267427262089,0.874,0.07599999999999996,0.8718
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,OPW,0.480164324074415,0.8764,0.0736,0.8743
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4291278029592167,0.8778,0.07219999999999993,0.8475
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.4313189062441047,0.8776,0.07239999999999991,0.8494
Pearson,L_Y_dich_3_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.4331837849632027,0.8792,0.07079999999999997,0.8431
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.002372384654275822,0.8987,0.0512999999999999,0.8991
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.0014413461486839,0.8887,0.06129999999999991,0.8889
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.016171026562004052,0.8829,0.06709999999999994,0.8826
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.03240491178020155,0.8866,0.0633999999999999,0.887
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.35480050620474973,0.8865,0.0635,0.8889
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.35480050620474973,0.8865,0.0635,0.8889
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.34806967415921736,0.8855,0.0645,0.8497
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,MOPW,0.34806967415921736,0.8855,0.0645,0.8497
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,OPW,0.3654144706699847,0.881,0.06899999999999995,0.8157
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0,0.5,4,4,0.4,0.29509744910188507,MOPW,0.3654144706699847,0.881,0.06899999999999995,0.8157
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.11080508656255429,0.8888,0.06119999999999992,0.884
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.08806049938230634,0.8911,0.05889999999999995,0.8922
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.09430695633127717,0.8824,0.0676,0.8822
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.47560532081548934,0.8898,0.06019999999999992,0.888
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.45540996976841597,0.8918,0.05819999999999992,0.8137
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.45540996976841597,0.8918,0.05819999999999992,0.8137
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.4320067518847089,0.8771,0.07289999999999996,0.8449
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.4320067518847089,0.8771,0.07289999999999996,0.8449
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.44575439773108827,0.8838,0.06619999999999993,0.8229
Pearson,L_Y_dich_3_5__K_X_dich_4_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.44575439773108827,0.8838,0.06619999999999993,0.8229
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0017383047319059414,0.9211,0.028899999999999926,0.9203
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-3.498298370077585e-4,0.9102,0.039799999999999947,0.9102
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,4,0,0,7.463224918980348e-4,PPW,-0.026235518154646947,0.8998,0.05019999999999991,0.8994
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0,4,4,0,0.03646026958428305,PPW,0.008517343115895208,0.901,0.04899999999999993,0.897
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_3_5__K_X_sev,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,0,4,0.1,0.08938054766039766,OPW,0.10322294561258286,0.8811,0.06889999999999996,0.8801
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.12350029619924621,0.9019,0.04809999999999992,0.8959
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.13168302343547678,0.8898,0.06019999999999992,0.8927
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_3_5__K_X_sev,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.001195939823320208,0.8998,0.05019999999999991,0.8982
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,0.004860636112828594,0.8983,0.05169999999999997,0.8982
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,6.519181564405243e-5,0.893,0.05699999999999994,0.8926
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.034606177601054555,0.8887,0.06129999999999991,0.9012
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.13915604980951501,0.8731,0.07689999999999997,0.8786
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.0993665543807405,0.9026,0.0474,0.8998
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.09853662019784784,0.8983,0.05169999999999997,0.8946
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.0870336030864503,0.8941,0.05589999999999995,0.8927
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_1_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0016117839580271787,0.8994,0.05059999999999998,0.8988
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.006157097642206757,0.8984,0.05159999999999998,0.8981
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,1.633871961310011e-4,0.8968,0.053199999999999914,0.8969
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.022813498678063416,0.8974,0.05259999999999998,0.8976
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0,0.5,4,4,0.4,0.29509744910188507,CW,0.38044395824699406,0.8751,0.07489999999999997,0.7884
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,0,0,0.1,0.10855073650778706,PPW,0.13949979443356395,0.8715,0.0784999999999999,0.878
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.08657646201699579,0.8994,0.05059999999999998,0.9011
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.10487365028084603,0.898,0.051999999999999935,0.8953
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.08032663757247062,0.892,0.05799999999999994,0.8899
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,no_weight,0.4933990071000003,0.8738,0.07619999999999993,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,CW,0.4153687644344479,0.8679,0.08209999999999995,0.863
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,CW,0.41814564250841846,0.87,0.07999999999999996,0.8571
Pearson,L_Y_dich_4_5__K_X_dich_2_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,CW,0.40897416296803735,0.8613,0.0887,0.8567
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,0,0,0,-0.00245721773328369,PPW,-0.0019171605425630318,0.8981,0.051899999999999946,0.8988
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-0.016805012865058318,0.8932,0.05679999999999996,0.8935
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,3.580917889770892e-4,0.8862,0.06379999999999997,0.8861
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.03237572355797986,0.8857,0.06429999999999991,0.8892
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.35510403378880606,0.8868,0.06319999999999992,0.8837
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.35510403378880606,0.8868,0.06319999999999992,0.8837
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,OPW,0.34788104608884224,0.8872,0.06279999999999997,0.8464
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,0,0.4,0.3022048754100082,MOPW,0.34788104608884224,0.8872,0.06279999999999997,0.8464
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,OPW,0.3659212913426905,0.8822,0.06779999999999997,0.8199
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0,0.5,4,4,0.4,0.29509744910188507,MOPW,0.3659212913426905,0.8822,0.06779999999999997,0.8199
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,no_weight,0.10855073650778706,0.8674,0.0826,0.8689
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,0,0.1,0.10855073650778706,CW,0.10853302457191386,0.8674,0.0826,0.8687
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,0,4,0.1,0.08938054766039766,PPW,0.08594759831110857,0.8927,0.05729999999999991,0.8951
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,0,0.1,0.09116823302454596,PPW,0.11377950992955378,0.8832,0.06679999999999997,0.8794
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0,4,4,0.1,0.10659491350720593,PPW,0.09531902886907694,0.8834,0.06659999999999999,0.8825
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,0,0.5,0.4933990071000003,PPW,0.47530727232053893,0.887,0.06299999999999994,0.8857
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,OPW,0.4302213956803451,0.8766,0.07339999999999991,0.8487
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,0,4,0.5,0.39812201440272504,MOPW,0.4302213956803451,0.8766,0.07339999999999991,0.8487
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,OPW,0.45825982913042146,0.8909,0.05909999999999993,0.8174
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,0,0.5,0.40144653552974946,MOPW,0.45825982913042146,0.8909,0.05909999999999993,0.8174
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,OPW,0.4463277911739842,0.8864,0.06359999999999999,0.8251
Pearson,L_Y_dich_4_5__K_X_dich_3_5,20,0.5,0.5,4,4,0.5,0.38942295188380144,MOPW,0.4463277911739842,0.8864,0.06359999999999999,0.8251
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,0,0,-0.00245721773328369,no_weight,-0.00245721773328369,0.8789,0.07109999999999994,0.8792
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,CW,-4.254063467946233e-4,0.8762,0.07379999999999998,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,PPW,-4.254063467946233e-4,0.8762,0.07379999999999998,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,OPW,-4.254063467946233e-4,0.8762,0.07379999999999998,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,0,4,0,-7.43056826832932e-4,MOPW,-4.254063467946233e-4,0.8762,0.07379999999999998,0.8764
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,CW,1.4931561307981805e-4,0.8691,0.08089999999999997,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,PPW,1.4931561307981805e-4,0.8691,0.08089999999999997,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,OPW,1.4931561307981805e-4,0.8691,0.08089999999999997,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,0,0,7.463224918980348e-4,MOPW,1.4931561307981805e-4,0.8691,0.08089999999999997,0.8696
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,CW,0.040765046512563095,0.8693,0.0807,0.8795
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,PPW,0.040765046512563095,0.8693,0.0807,0.8795
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,OPW,0.040765046512563095,0.8693,0.0807,0.8795
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0,4,4,0,0.03646026958428305,MOPW,0.040765046512563095,0.8693,0.0807,0.8795
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,CW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,PPW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,OPW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,0,0.4,0.3831791367499273,MOPW,0.38314903262213795,0.8823,0.06769999999999998,0.8734
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,CW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,PPW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,OPW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,0,4,0.4,0.3035321317014306,MOPW,0.35763018659521145,0.882,0.06799999999999995,0.8343
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,CW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
Pearson,L_Y_dich_4_5__K_X_dich_4_5,20,0,0.5,4,0,0.4,0.3022048754100082,PPW,0.35715175382703734,0.8777,0.07229999999999992,0.8325
